"id","host_since","host_is_superhost","host_listings_count","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","price","cleaning_fee","guests_included","extra_people","number_of_reviews","review_scores_rating"
1216327,2012-02-13,TRUE,3,51.65025,-0.11202,"Entire home/apt",1,1,1,"$45.00","$50.00",1,"$12.00",6,97
1217128,2013-05-29,TRUE,1,51.53304,-0.12093,"Entire home/apt",2,1,1,"$220.00","$120.00",1,"$0.00",32,99
1220145,2013-05-30,TRUE,1,51.51338,-0.17458,"Private room",2,1,1,"$110.00","$30.00",1,"$0.00",261,99
1221832,2013-05-31,TRUE,3,51.52135,-0.31255,"Private room",2,1,1,"$55.00","$0.00",1,"$22.00",32,99
1228214,2013-06-02,TRUE,2,51.52753,-0.19258,"Private room",2,1,1,"$158.00","$70.00",1,"$0.00",11,96
1229808,2012-07-20,TRUE,4,51.51794,-0.17296,"Entire home/apt",8,3,3,"$240.00","$0.00",5,"$60.00",46,93
1230615,2012-03-31,TRUE,10,51.49327,-0.18803,"Entire home/apt",3,2,1,"$144.00","$45.00",2,"$15.00",169,94
1230856,2013-06-03,TRUE,2,51.54396,-0.04318,"Entire home/apt",4,1,2,"$105.00","$50.00",2,"$50.00",2,70
1231996,2010-06-24,TRUE,1,51.40627,-0.29436,"Private room",2,1,1,"$55.00","$10.00",2,"$15.00",114,97
1242035,2013-06-06,TRUE,2,51.53896,-0.07523,"Entire home/apt",4,1.5,2,"$150.00","$30.00",1,"$0.00",47,95
1242036,2013-06-06,TRUE,2,51.53764,-0.07787,"Private room",2,1.5,1,"$49.00","$5.00",1,"$5.00",102,98
1247648,2013-06-08,TRUE,1,51.4961,-0.15957,"Private room",1,1,1,"$50.00","$20.00",1,"$0.00",18,96
1250597,2013-06-03,TRUE,1,51.5226,-0.10162,"Entire home/apt",4,1,2,"$170.00","$50.00",1,"$0.00",153,95
1256904,2012-01-28,TRUE,5,51.54394,-0.17317,"Private room",3,1,1,"$40.00","$35.00",1,"$22.00",65,88
1258698,2013-05-24,TRUE,3,51.36148,-0.31079,"Private room",3,1.5,2,"$75.00","$15.00",1,"$5.00",3,100
1272107,2010-01-04,TRUE,19,51.52247,-0.13846,"Entire home/apt",5,1,2,"$185.00","$50.00",4,"$5.00",98,93
1273740,2012-01-28,TRUE,5,51.54392,-0.17152,"Entire home/apt",9,1,4,"$160.00","$120.00",4,"$35.00",48,92
1274917,2013-06-16,TRUE,14,51.54485,-0.0949,"Entire home/apt",16,4.5,6,"$450.00","$250.00",8,"$25.00",33,97
1289105,2013-06-20,TRUE,2,51.51546,-0.21133,"Entire home/apt",7,2,3,"$260.00","$100.00",6,"$30.00",117,93
1289284,2013-06-16,TRUE,14,51.54569,-0.09467,"Private room",5,1,2,"$66.00","$60.00",1,"$25.00",94,95
1296836,2013-06-22,TRUE,2,51.51195,-0.12508,"Private room",1,1,1,"$65.00","$25.00",1,"$0.00",491,98
1298770,2013-01-27,TRUE,3,51.51651,-0.19305,"Entire home/apt",4,1,1,"$139.00","$75.00",2,"$50.00",128,95
1301149,2012-02-26,TRUE,1,51.52259,-0.11022,"Entire home/apt",4,1,2,"$113.00","$45.00",2,"$5.00",63,92
1305258,2013-03-05,TRUE,2,51.49715,-0.08222,"Entire home/apt",2,1,1,"$72.00","$10.00",1,"$0.00",61,96
1309044,2013-06-25,TRUE,2,51.50148,-0.10193,"Private room",2,1,1,"$78.00","$10.00",1,"$20.00",55,97
1310954,2013-03-15,TRUE,2,51.51395,-0.15861,"Entire home/apt",2,1,1,"$135.00","$54.00",1,"$0.00",47,98
1319392,2013-06-28,TRUE,3,51.50889,-0.27037,"Private room",2,1,1,"$28.00","$8.00",1,"$10.00",64,96
1319498,2013-06-28,TRUE,3,51.51006,-0.26973,"Private room",2,0,1,"$30.00","$8.00",1,"$10.00",60,94
1339408,2013-07-03,TRUE,1,51.4831,-0.269,"Private room",1,1,1,"$34.00","$25.00",1,"$20.00",60,95
1340622,2013-07-03,TRUE,2,51.50591,-0.22067,"Entire home/apt",7,2,4,"$280.00","$80.00",1,"$0.00",73,97
1342152,2013-06-02,TRUE,2,51.52756,-0.19077,"Entire home/apt",3,1,2,"$180.00","$70.00",1,"$0.00",115,95
1343497,2013-07-04,TRUE,5,51.51595,-0.22666,"Entire home/apt",2,1,1,"$86.00","$0.00",1,"$0.00",67,99
1346303,2012-05-19,TRUE,1,51.52981,-0.19329,"Entire home/apt",4,2.5,2,"$125.00","$60.00",4,"$30.00",25,96
1347985,2013-03-16,TRUE,1,51.49973,-0.22731,"Private room",1,1,1,"$53.00","$15.00",1,"$25.00",29,99
1350621,2012-05-14,TRUE,1,51.55282,-0.0386,"Private room",3,1,1,"$30.00","$15.00",1,"$15.00",36,98
1359847,2012-07-29,TRUE,1,51.44798,-0.12596,"Private room",2,2,1,"$50.00","$20.00",1,"$5.00",55,96
1360695,2012-03-16,TRUE,2,51.54801,-0.06363,"Entire home/apt",6,2.5,4,"$175.00","$40.00",4,"$35.00",34,96
1369315,2013-07-08,TRUE,1,51.50124,-0.10033,"Entire home/apt",2,1,1,"$130.00","$35.00",2,"$0.00",109,96
1372060,2013-07-12,TRUE,1,51.48835,-0.18371,"Entire home/apt",2,2,1,"$135.00","$35.00",2,"$135.00",64,97
1378420,2013-07-13,TRUE,5,51.54092,0.03915,"Entire home/apt",5,1,1,"$85.00","$25.00",2,"$15.00",22,93
1380045,2013-07-14,TRUE,3,51.56067,-0.08047,"Private room",1,1,1,"$35.00","$15.00",1,"$20.00",45,95
1380451,2013-07-10,TRUE,1,51.51473,-0.27067,"Entire home/apt",4,1.5,1,"$75.00","$50.00",2,"$0.00",24,95
1383888,2013-07-04,TRUE,1,51.52648,-0.06938,"Entire home/apt",4,2,2,"$120.00","$40.00",4,"$10.00",84,90
1389686,2012-06-01,TRUE,1,51.51598,-0.1232,"Entire home/apt",2,1,1,"$140.00","$30.00",1,"$0.00",67,95
1395088,2010-07-08,TRUE,1,51.50791,-0.12396,"Private room",4,1,1,"$93.00","$40.00",2,"$60.00",228,97
1396026,2013-07-16,TRUE,4,51.55159,-0.10581,"Entire home/apt",3,1,0,"$83.00","$40.00",2,"$10.00",154,96
1397031,2013-07-17,TRUE,2,51.51298,-0.19294,"Entire home/apt",2,1,1,"$88.00","$50.00",2,"$15.00",72,95
1400624,2012-02-25,TRUE,4,51.45909,-0.19739,"Private room",2,1,0,"$63.00","$30.00",1,"$0.00",57,95
1406387,2011-04-06,TRUE,1,51.5186,-0.21017,"Private room",1,1,1,"$40.00","$5.00",1,"$0.00",237,95
1411163,2012-12-06,TRUE,1,51.53685,-0.12373,"Private room",2,1,1,"$120.00","$30.00",2,"$20.00",297,96
1413870,2013-06-03,TRUE,1,51.56095,-0.09777,"Entire home/apt",6,2,4,"$225.00","$150.00",6,"$60.00",34,96
1425110,2013-07-23,TRUE,1,51.54896,-0.19358,"Private room",2,1,1,"$75.00","$10.00",1,"$0.00",166,99
1430154,2013-07-02,TRUE,1,51.45838,-0.08488,"Entire home/apt",4,1.5,2,"$195.00","$30.00",4,"$10.00",52,95
1430558,2011-11-28,TRUE,5,51.54771,-0.12414,"Entire home/apt",2,2,1,"$110.00","$80.00",2,"$25.00",64,96
1432552,2012-01-17,TRUE,16,51.53552,-0.20221,"Entire home/apt",6,1,2,"$125.00","$95.00",4,"$10.00",68,96
1434543,2013-07-25,TRUE,4,51.48987,-0.13703,"Private room",2,1,1,"$60.00","$60.00",2,"$50.00",86,99
1439666,2013-07-26,TRUE,3,51.51128,-0.0729,"Entire home/apt",2,1,1,"$98.00","$0.00",2,"$0.00",46,97
1441697,2013-07-22,TRUE,2,51.44204,-0.09496,"Private room",2,2,1,"$56.00","$15.00",1,"$0.00",44,92
1453105,2013-07-29,TRUE,3,51.6641,-0.17202,"Private room",2,1,1,"$90.00","$20.00",1,"$0.00",1,80
1474317,2013-09-17,TRUE,3,51.5251,-0.08163,"Private room",3,1,1,"$85.00","$5.00",2,"$40.00",25,98
1474834,2013-08-02,TRUE,1,51.4516,-0.11695,"Private room",2,1,1,"$34.00","$0.00",1,"$15.00",95,98
1477127,2013-06-15,TRUE,3,51.54684,-0.12527,"Private room",2,1,1,"$60.00","$10.00",1,"$35.00",14,100
1486702,2013-04-23,TRUE,1,51.46196,-0.13359,"Private room",2,2,1,"$49.00","$20.00",1,"$0.00",95,99
1486767,2013-08-05,TRUE,1,51.49882,-0.01363,"Entire home/apt",1,1,1,"$97.00","$20.00",1,"$0.00",50,98
1487462,2013-07-29,TRUE,3,51.51175,-0.1295,"Entire home/apt",2,1,1,"$175.00","$65.00",1,"$0.00",37,97
1505411,2013-08-09,TRUE,1,51.55261,-0.13298,"Private room",2,1,1,"$65.00","$20.00",1,"$40.00",73,98
1506263,2013-04-24,TRUE,1,51.48876,-0.10623,"Entire home/apt",2,2,1,"$143.00","$36.00",2,"$15.00",18,97
1507385,2013-08-09,TRUE,2,51.54972,-0.05186,"Private room",1,0.5,1,"$39.00","$10.00",1,"$10.00",126,95
1512252,2013-07-14,TRUE,3,51.5614,-0.08109,"Entire home/apt",8,2,4,"$300.00","$60.00",4,"$10.00",12,90
1514178,2013-08-11,TRUE,2,51.53573,-0.12049,"Entire home/apt",6,1,1,"$90.00","$25.00",2,"$5.00",50,94
1519989,2013-08-12,TRUE,2,51.51393,-0.06328,"Private room",1,1,1,"$55.00","$0.00",1,"$20.00",23,100
1520434,2013-04-24,TRUE,3,51.47202,-0.16663,"Entire home/apt",2,1,1,"$99.00","$60.00",1,"$50.00",188,96
1523399,2013-06-22,TRUE,2,51.51346,-0.12461,"Private room",1,1,1,"$62.00","$19.00",1,"$0.00",337,99
1529563,2013-08-14,TRUE,1,51.44753,-0.11429,"Private room",2,1,1,"$55.00","$25.00",2,"$0.00",84,98
1534095,2011-10-19,TRUE,1,51.53854,-0.05765,"Entire home/apt",5,1,2,"$122.00","$36.00",2,"$30.00",36,95
1538293,2013-08-16,TRUE,2,51.49129,-0.30886,"Private room",1,2,1,"$40.00","$0.00",1,"$15.00",10,98
1542235,2013-08-17,TRUE,1,51.50172,-0.21768,"Private room",3,1,1,"$50.00","$0.00",1,"$15.00",386,98
1545690,2012-01-09,TRUE,1,51.48999,-0.14117,"Private room",7,1,3,"$120.00","$50.00",2,"$60.00",52,97
1546247,2013-08-18,TRUE,1,51.41044,-0.23423,"Entire home/apt",2,1,1,"$98.00","$30.00",2,"$15.00",50,97
1555216,2013-08-20,TRUE,2,51.51973,-0.21015,"Private room",1,1,1,"$35.00","$20.00",1,"$0.00",97,98
1555621,2013-08-20,TRUE,3,51.50692,-0.27589,"Private room",1,1,1,"$50.00","$0.00",1,"$15.00",22,93
1574249,2013-07-02,TRUE,1,51.49904,-0.06079,"Private room",2,1,1,"$51.00","$0.00",2,"$0.00",129,97
1574289,2013-07-29,TRUE,3,51.51828,-0.02743,"Private room",2,1,1,"$50.00","$25.00",1,"$12.00",1,80
1576098,2013-06-20,TRUE,1,51.55368,-0.07088,"Private room",1,1,1,"$28.00","$4.00",1,"$0.00",43,96
1580666,2013-08-25,TRUE,2,51.52301,-0.01084,"Entire home/apt",2,1,1,"$79.00","$35.00",2,"$20.00",9,100
1581883,2010-09-16,TRUE,4,51.49345,-0.19512,"Entire home/apt",4,2,2,"$200.00","$70.00",4,"$50.00",15,89
1588576,2013-08-27,TRUE,2,51.38374,0.07202,"Private room",2,1,1,"$45.00","$8.00",1,"$10.00",33,97
1589731,2013-08-28,TRUE,1,51.52347,-0.09108,"Entire home/apt",2,1,1,"$125.00","$30.00",2,"$0.00",60,98
1595060,2013-08-29,TRUE,2,51.47705,-0.20184,"Entire home/apt",8,2,4,"$275.00","$100.00",5,"$10.00",31,98
1596415,2013-08-29,TRUE,2,51.45598,-0.11192,"Private room",2,2,1,"$40.00","$10.00",1,"$20.00",120,99
1603453,2013-06-30,TRUE,1,51.53958,-0.10849,"Private room",2,1,1,"$64.00","$0.00",1,"$0.00",88,99
1605623,2013-03-16,TRUE,1,51.55113,-0.08399,"Private room",2,1,1,"$30.00","$11.00",1,"$10.00",254,98
1606356,2011-03-02,TRUE,2,51.45565,-0.13764,"Entire home/apt",12,4.5,5,"$600.00","$100.00",10,"$50.00",31,97
1608341,2013-07-21,TRUE,1,51.41362,-0.06929,"Entire home/apt",3,1,1,"$65.00","$38.00",1,"$5.00",14,87
1608887,2009-12-01,TRUE,1,51.446,0.00502,"Private room",2,1,1,"$28.00","$4.00",1,"$8.00",275,99
1609396,2010-12-17,TRUE,5,51.48456,-0.09753,"Private room",2,1,1,"$39.00","$45.00",1,"$35.00",10,100
1612686,2013-09-02,TRUE,2,51.45455,-0.18928,"Entire home/apt",4,1,2,"$95.00","$8.00",4,"$25.00",33,91
1613251,2013-09-02,TRUE,2,51.45344,-0.1903,"Private room",2,1,1,"$40.00","$4.00",2,"$25.00",81,99
1616435,2011-08-01,TRUE,2,51.54801,-0.08282,"Entire home/apt",2,1,1,"$52.00","$30.00",1,"$0.00",5,100
1622475,2013-09-04,TRUE,2,51.4913,-0.14394,"Entire home/apt",4,1,1,"$257.00","$45.00",1,"$0.00",14,100
1626809,2013-09-05,TRUE,1,51.55085,-0.15563,"Entire home/apt",2,1,1,"$96.00","$48.00",1,"$0.00",70,99
1635433,2013-07-06,TRUE,3,51.51803,-0.15105,"Entire home/apt",4,1,1,"$149.00","$80.00",2,"$20.00",99,91
1636999,2011-02-04,TRUE,2,51.53784,-0.06538,"Entire home/apt",2,1,1,"$84.00","$25.00",2,"$12.00",35,99
1644085,2013-04-21,TRUE,1,51.49516,-0.16889,"Entire home/apt",2,1,0,"$148.00","$50.00",1,"$0.00",157,97
1647720,2013-09-10,TRUE,5,51.52362,-0.07007,"Private room",2,2,1,"$103.00","$10.00",1,"$40.00",114,99
1651191,2013-09-10,TRUE,1,51.56422,-0.07437,"Private room",2,1,1,"$38.00","$10.00",1,"$16.00",176,98
1658759,2013-09-12,TRUE,4,51.47622,-0.21093,"Private room",2,1,1,"$62.00","$10.00",1,"$20.00",19,97
1662003,2013-09-12,TRUE,4,51.47626,-0.20991,"Private room",2,1,1,"$57.00","$10.00",1,"$15.00",31,98
1665234,2013-08-30,TRUE,2,51.43842,-0.10548,"Private room",2,2,1,"$36.00","$20.00",1,"$0.00",29,98
1666277,2013-08-05,TRUE,2,51.51247,-0.1995,"Entire home/apt",4,1,3,"$200.00","$60.00",1,"$0.00",9,94
1666404,2013-06-18,TRUE,3,51.55437,-0.0785,"Entire home/apt",2,1,1,"$94.00","$20.00",1,"$0.00",45,96
1670108,2013-08-25,TRUE,2,51.52301,-0.01112,"Private room",2,1,1,"$39.00","$0.00",1,"$21.00",30,100
1670978,2013-09-15,TRUE,2,51.46878,0.0685,"Private room",2,1,1,"$24.00","$0.00",1,"$10.00",9,98
1671684,2013-09-15,TRUE,1,51.48813,-0.18982,"Private room",2,1,1,"$52.00","$20.00",2,"$25.00",225,97
1674023,2013-01-10,TRUE,1,51.56476,-0.10381,"Entire home/apt",5,1,2,"$78.00","$20.00",1,"$0.00",17,100
1674813,2013-09-16,TRUE,1,51.4581,-0.126,"Private room",2,1,1,"$42.00","$20.00",1,"$11.00",42,93
1676718,2013-09-12,TRUE,4,51.47472,-0.21113,"Private room",4,1,1,"$150.00","$10.00",1,"$0.00",7,91
1682982,2013-09-04,TRUE,2,51.42408,-0.08376,"Entire home/apt",3,1,2,"$80.00","$30.00",1,"$0.00",30,96
1688396,2012-12-21,TRUE,1,51.49364,-0.16351,"Entire home/apt",5,1,2,"$122.00","$80.00",2,"$15.00",61,93
1695283,2013-09-20,TRUE,1,51.48641,-0.16545,"Private room",1,1,1,"$45.00","$15.00",1,"$0.00",80,96
1696130,2013-09-20,TRUE,2,51.48569,-0.13822,"Entire home/apt",4,1,2,"$150.00","$40.00",1,"$0.00",33,93
1702776,2013-09-22,TRUE,1,51.4835,-0.09432,"Private room",2,1.5,1,"$58.00","$15.00",1,"$5.00",353,98
1703019,2011-10-20,TRUE,3,51.52866,-0.19792,"Private room",1,1,1,"$42.00","$0.00",1,"$0.00",56,96
1705581,2013-01-03,TRUE,1,51.52165,-0.07583,"Entire home/apt",2,1,1,"$300.00","$60.00",2,"$50.00",11,96
1713053,2012-05-09,TRUE,1,51.5864,-0.14071,"Private room",2,1,1,"$50.00","$20.00",1,"$10.00",108,97
1715135,2012-09-17,TRUE,1,51.53041,-0.06224,"Entire home/apt",4,1,1,"$110.00","$65.00",1,"$0.00",42,96
1716200,2013-09-07,TRUE,2,51.41543,-0.11223,"Private room",2,1,1,"$45.00","$10.00",1,"$0.00",25,99
1716786,2013-09-25,TRUE,2,51.46228,-0.21176,"Private room",2,1,1,"$95.00","$0.00",1,"$0.00",73,97
1717945,2013-09-22,TRUE,17,51.5608,-0.07125,"Private room",3,1,1,"$39.00","$25.00",2,"$20.00",220,97
1724417,2013-09-25,TRUE,1,51.45899,-0.2055,"Private room",2,1.5,1,"$44.00","$20.00",1,"$0.00",89,96
1726571,2013-09-25,TRUE,2,51.46114,-0.21338,"Private room",2,1,1,"$95.00","$0.00",1,"$0.00",140,95
1727002,2012-05-23,TRUE,2,51.47923,0.01049,"Private room",4,1,2,"$90.00","$40.00",1,"$0.00",67,98
1755459,2012-04-11,TRUE,3,51.47735,-0.01796,"Entire home/apt",6,2,2,"$110.00","$15.00",4,"$15.00",114,98
1758791,2013-10-03,TRUE,1,51.37952,-0.05997,"Private room",3,1,1,"$36.00","$8.00",2,"$10.00",23,95
1759159,2012-10-05,TRUE,2,51.48411,-0.19602,"Private room",1,1,1,"$45.00","$10.00",1,"$0.00",82,96
1760271,2012-07-09,TRUE,2,51.47943,-0.1657,"Private room",1,1,1,"$32.00","$20.00",1,"$0.00",35,98
1772600,2013-10-08,TRUE,3,51.52642,-0.1081,"Private room",2,1,1,"$75.00","$40.00",2,"$20.00",22,94
1772809,2012-10-03,TRUE,1,51.5167,-0.20153,"Private room",2,1,1,"$79.00","$35.00",1,"$25.00",49,97
1777372,2012-07-12,TRUE,2,51.58411,-0.02484,"Entire home/apt",4,2,2,"$80.00","$20.00",4,"$0.00",39,97
1791458,2013-05-10,TRUE,3,51.54957,-0.06763,"Entire home/apt",2,1,1,"$144.00","$58.00",1,"$0.00",33,96
1797967,2012-06-03,TRUE,6,51.52743,-0.33595,"Private room",2,2,1,"$33.00","$0.00",1,"$10.00",42,92
1802570,2012-12-20,TRUE,1,51.51226,-0.16312,"Private room",2,1,1,"$54.00","$20.00",1,"$20.00",163,95
1804576,2013-01-17,TRUE,3,51.49292,-0.23815,"Entire home/apt",3,1,1,"$111.00","$30.00",1,"$0.00",35,97
1822243,2013-07-08,TRUE,1,51.51793,-0.1139,"Private room",2,1,1,"$80.00","$30.00",1,"$30.00",52,98
1823384,2012-09-17,TRUE,3,51.57294,0.08851,"Private room",1,2,1,"$25.00","$10.00",1,"$0.00",42,95
1827533,2013-02-27,TRUE,2,51.54607,-0.22875,"Private room",2,1,1,"$35.00","$20.00",1,"$15.00",38,99
1829962,2013-10-22,TRUE,1,51.5644,-0.0695,"Private room",2,2.5,1,"$42.00","$0.00",1,"$5.00",106,98
1835715,2013-10-23,TRUE,1,51.55866,-0.13011,"Entire home/apt",5,1,2,"$65.00","$25.00",2,"$15.00",5,100
1842683,2013-02-27,TRUE,2,51.54602,-0.2293,"Private room",1,1,1,"$25.00","$20.00",1,"$15.00",17,100
1848733,2012-03-17,TRUE,1,51.55204,-0.09045,"Entire home/apt",6,1.5,3,"$195.00","$65.00",1,"$0.00",89,98
1852519,2012-04-03,TRUE,2,51.54055,-0.0764,"Private room",2,1,1,"$65.00","$0.00",1,"$0.00",7,97
1855992,2013-10-28,TRUE,1,51.5592,-0.05606,"Entire home/apt",2,1,1,"$80.00","$64.00",1,"$0.00",18,100
1858034,2012-08-03,TRUE,1,51.50128,-0.01837,"Private room",2,1,1,"$79.00","$20.00",1,"$20.00",27,96
1870367,2012-05-03,TRUE,6,51.56996,0.06549,"Private room",2,1,1,"$50.00","$12.00",1,"$0.00",17,100
1870443,2013-11-01,TRUE,1,51.52704,-0.11977,"Entire home/apt",6,1.5,3,"$140.00","$50.00",2,"$40.00",223,95
1875937,2012-08-29,TRUE,2,51.59481,-0.33263,"Private room",3,1,1,"$27.00","$0.00",1,"$6.00",36,94
1883419,2013-11-04,TRUE,4,51.53693,-0.18974,"Entire home/apt",5,1,2,"$100.00","$45.00",2,"$5.00",117,91
1883810,2013-11-04,TRUE,1,51.47592,-0.13296,"Private room",2,1,1,"$42.00","$60.00",1,"$20.00",6,100
1886704,2013-11-04,TRUE,1,51.55445,-0.16275,"Entire home/apt",4,1,1,"$77.00","$40.00",3,"$10.00",106,96
1891362,2013-11-05,TRUE,1,51.49203,-0.16219,"Entire home/apt",4,2,2,"$160.00","$25.00",1,"$0.00",80,99
1894904,2013-11-06,TRUE,2,51.52665,-0.07597,"Entire home/apt",2,1,1,"$145.00","$36.00",1,"$0.00",19,96
1895354,2013-11-06,TRUE,1,51.50209,-0.27095,"Entire home/apt",2,1,1,"$120.00","$33.00",2,"$30.00",61,99
1897533,2013-11-06,TRUE,1,51.51348,-0.12772,"Entire home/apt",2,1,0,"$140.00","$40.00",2,"$20.00",35,99
1898982,2013-05-19,TRUE,1,51.5014,-0.218,"Private room",4,1,2,"$170.00","$25.00",4,"$25.00",127,99
1901717,2013-11-07,TRUE,4,51.51986,-0.13681,"Entire home/apt",6,1,3,"$325.00","$60.00",1,"$0.00",64,97
1904019,2010-01-01,TRUE,2,51.50238,-0.09054,"Entire home/apt",4,1,1,"$140.00","$40.00",2,"$0.00",70,95
1906359,2013-11-08,TRUE,6,51.5434,-0.09585,"Entire home/apt",4,1,1,"$93.00","$25.00",2,"$15.00",86,88
1910688,2012-06-26,TRUE,1,51.53208,-0.22301,"Entire home/apt",4,1,2,"$80.00","$35.00",3,"$0.00",51,98
1913304,2013-11-10,TRUE,2,51.49422,0.04959,"Entire home/apt",8,2,3,"$90.00","$60.00",1,"$10.00",77,91
1918351,2013-08-15,TRUE,1,51.54929,-0.15255,"Private room",2,1.5,1,"$48.00","$12.00",1,"$14.00",215,96
1926865,2013-01-17,TRUE,3,51.49384,-0.23624,"Private room",4,1,1,"$125.00","$30.00",1,"$0.00",69,96
1927444,2013-11-13,TRUE,2,51.51823,-0.21325,"Private room",1,1,1,"$50.00","$25.00",1,"$30.00",6,83
1927450,2013-11-13,TRUE,2,51.5194,-0.21508,"Private room",1,1,1,"$40.00","$20.00",1,"$0.00",156,96
1929995,2013-11-13,TRUE,1,51.51116,-0.05085,"Entire home/apt",2,1,1,"$51.00","$20.00",1,"$10.00",35,97
1934239,2011-10-05,TRUE,2,51.53146,-0.0999,"Entire home/apt",4,2,2,"$160.00","$75.00",1,"$0.00",72,99
1935885,2012-05-30,TRUE,2,51.52416,-0.0688,"Entire home/apt",4,1,2,"$150.00","$40.00",2,"$15.00",92,91
1944067,2013-11-16,TRUE,1,51.55755,-0.08716,"Entire home/apt",6,2.5,3,"$110.00","$85.00",2,"$19.00",47,92
1948750,2013-11-17,TRUE,2,51.55332,-0.17498,"Private room",2,1,1,"$90.00","$0.00",1,"$20.00",112,97
1952145,2013-11-18,TRUE,7,51.49353,-0.25838,"Entire home/apt",8,1.5,3,"$125.00","$35.00",1,"$25.00",84,97
1970167,2011-11-15,TRUE,8,51.52654,-0.07485,"Entire home/apt",10,1,2,"$348.00","$0.00",1,"$31.00",150,96
1972966,2013-11-22,TRUE,3,51.46973,-0.09796,"Entire home/apt",2,2.5,1,"$69.00","$25.00",3,"$0.00",4,95
1980662,2013-08-21,TRUE,1,51.5375,-0.08177,"Entire home/apt",5,2.5,3,"$230.00","$80.00",5,"$20.00",49,97
1985593,2013-11-25,TRUE,2,51.48678,-0.12534,"Private room",1,1,1,"$50.00","$15.00",1,"$50.00",328,96
1988211,2013-11-20,TRUE,3,51.427,-0.08968,"Entire home/apt",4,1,2,"$75.00","$60.00",1,"$0.00",2,100
1988499,2013-11-25,TRUE,3,51.48797,-0.18141,"Entire home/apt",5,2,3,"$308.00","$75.00",1,"$0.00",92,98
2001189,2013-08-04,TRUE,2,51.53062,-0.04619,"Private room",1,1,1,"$29.00","$15.00",1,"$0.00",72,96
2009703,2013-11-30,TRUE,1,51.57934,-0.12091,"Entire home/apt",2,1,1,"$130.00","$40.00",1,"$0.00",29,99
2010984,2011-08-03,TRUE,1,51.5153,-0.06845,"Entire home/apt",4,1,1,"$159.00","$59.00",2,"$79.00",367,97
2011406,2013-07-20,TRUE,3,51.50534,-0.20701,"Private room",2,1,1,"$76.00","$25.00",1,"$0.00",56,97
2011575,2013-07-20,TRUE,3,51.50569,-0.20623,"Entire home/apt",9,2,3,"$370.00","$60.00",4,"$20.00",3,100
2015752,2012-05-24,TRUE,2,51.52422,-0.07962,"Private room",2,1,1,"$85.00","$25.00",1,"$20.00",12,100
2016138,2012-12-18,TRUE,1,51.47905,0.01355,"Private room",2,1,1,"$65.00","$20.00",1,"$10.00",116,97
2029493,2013-03-23,TRUE,2,51.49943,-0.05115,"Entire home/apt",7,2,2,"$215.00","$50.00",2,"$10.00",36,97
2034808,2013-12-05,TRUE,3,51.54235,-0.23091,"Private room",2,2,1,"$35.00","$15.00",1,"$20.00",27,98
2039510,2011-04-06,TRUE,1,51.53332,-0.12388,"Entire home/apt",3,1,1,"$155.00","$35.00",2,"$0.00",101,97
2040019,2013-12-06,TRUE,1,51.52997,-0.03388,"Entire home/apt",2,1,1,"$60.00","$240.00",1,"$5.00",25,93
2053048,2013-03-16,TRUE,2,51.52601,-0.16164,"Private room",2,1,1,"$75.00","$40.00",2,"$36.00",3,100
2053193,2010-07-29,TRUE,4,51.56816,-0.11558,"Private room",2,1,1,"$35.00","$20.00",1,"$10.00",94,95
2059153,2013-11-07,TRUE,4,51.51936,-0.13686,"Entire home/apt",2,1,1,"$199.00","$50.00",1,"$0.00",38,99
2078422,2013-12-07,TRUE,1,51.43026,-0.0823,"Entire home/apt",4,1,2,"$99.00","$50.00",4,"$30.00",50,97
2082717,2012-03-18,TRUE,3,51.49437,-0.14262,"Private room",2,1,1,"$75.00","$20.00",1,"$20.00",27,90
2095770,2013-09-09,TRUE,2,51.47752,-0.20304,"Entire home/apt",3,1,2,"$165.00","$60.00",2,"$0.00",54,92
2103237,2013-12-20,TRUE,4,51.48694,-0.1149,"Private room",2,1,1,"$38.00","$15.00",1,"$15.00",307,88
2119937,2011-10-02,TRUE,1,51.55514,-0.14046,"Private room",2,1,1,"$65.00","$15.00",1,"$0.00",91,97
2127648,2012-08-21,TRUE,5,51.54041,-0.14158,"Entire home/apt",2,1,1,"$130.00","$90.00",1,"$0.00",45,95
2129666,2013-12-28,TRUE,2,51.52902,-0.12427,"Entire home/apt",2,1,1,"$165.00","$25.00",2,"$25.00",110,99
2129700,2013-07-18,TRUE,2,51.46982,-0.03641,"Entire home/apt",6,2,3,"$115.00","$90.00",1,"$0.00",18,96
2133721,2013-02-10,TRUE,3,51.46966,-0.1214,"Entire home/apt",4,1,2,"$99.00","$0.00",1,"$0.00",22,97
2135205,2013-12-29,TRUE,2,51.49763,-0.05139,"Entire home/apt",8,3,4,"$310.00","$120.00",8,"$50.00",25,98
2139772,2013-12-30,TRUE,2,51.57517,-0.14438,"Private room",3,1,0,"$54.00","$15.00",2,"$20.00",260,93
2143544,2013-03-12,TRUE,1,51.52508,-0.04508,"Entire home/apt",3,1,1,"$77.00","$50.00",2,"$10.00",100,96
2145108,2013-02-21,TRUE,2,51.57428,-0.09741,"Private room",4,1.5,2,"$59.00","$9.00",2,"$46.00",217,99
2145993,2014-01-01,TRUE,2,51.51299,-0.19953,"Entire home/apt",2,1,1,"$140.00","$75.00",2,"$30.00",124,96
